Gender,EHP,credit_history,Experience,annual_claims,Marital_Status,type,Miles,size,credit,,target
M,124,843,16,1,Single,Utility,6517,5,Exceptional,,1
F,142,790,14,1,Single,Car,5980,6,Very Good,,1
M,116,741,23,1,Married,Van,9453,4,Very Good,,1
M,146,728,14,1,Married,Van,12341,7,Good,,1
F,80,776,12,0,Married,Car,6438,7,Very Good,,1
F,409,694,8,2,Single,Truck,11647,7,Good,,1
F,122,673,20,0,Married,Car,5633,2,Good,,0
F,97,688,28,0,Married,Truck,7561,1,Good,,0
F,106,712,14,0,Married,Car,14335,5,Good,,1
M,117,688,3,0,Married,Van,10729,6,Good,,1
M,201,828,2,2,Single,Car,10043,1,Exceptional,,0
F,116,677,9,1,Married,Car,48153,4,Good,,1
M,534,696,39,1,Married,Car,7627,8,Good,,1
F,157,784,18,1,Married,Car,15855,8,Very Good,,0
F,386,715,7,3,Single,Truck,14043,8,Good,,1
F,457,687,30,1,Married,Car,20251,7,Good,,1
F,116,726,14,1,Married,Truck,10206,7,Good,,1
F,633,674,14,0,Married,Car,18930,8,Good,,1
M,147,614,4,3,Single,Car,51453,6,Fair,,0
F,271,695,6,3,Single,Truck,14383,3,Good,,1
F,160,720,15,1,Married,Truck,13982,6,Good,,0
F,158,778,27,0,Married,Car,22721,8,Very Good,,0
F,143,693,9,0,Married,Car,93984,8,Good,,1
M,173,739,4,3,Single,Car,12510,8,Good,,1
F,338,641,5,1,Single,Truck,13456,5,Fair,,1
F,361,704,32,1,Married,Truck,7197,7,Good,,0
M,97,697,7,1,Married,Utility,82814,1,Good,,1
F,380,646,7,3,Single,Truck,13038,3,Fair,,1
F,328,686,6,2,Single,Truck,12403,2,Good,,1
F,228,590,6,2,Single,Van,22240,4,Fair,,1
M,166,703,5,3,Single,Car,10602,2,Good,,1
M,159,771,3,0,Single,Utility,7602,5,Very Good,,1
F,154,673,3,1,Married,Car,6406,2,Good,,0
M,163,729,5,2,Married,Truck,13805,7,Good,,1
M,126,763,24,0,Married,Van,11106,1,Very Good,,1
F,98,607,7,2,Single,Truck,36323,6,Fair,,1
M,104,796,25,0,Married,Van,7964,4,Very Good,,1
M,173,314,3,2,Single,Car,11768,7,Very Poor,,0
M,677,767,3,1,Married,Truck,13214,5,Very Good,,1
F,533,735,5,0,Married,Car,15380,3,Good,,1
M,81,694,36,1,Married,Van,9313,1,Good,,1
M,280,314,3,1,Married,Car,14621,7,Very Poor,,0
M,130,752,20,1,Married,Van,13505,2,Very Good,,1
F,154,739,30,0,Single,Car,7595,4,Good,,1
M,411,590,5,0,Married,Car,14366,5,Fair,,0
F,449,695,37,1,Single,Car,11724,7,Good,,0
F,274,675,5,0,Married,Car,81890,1,Good,,0
M,146,789,19,1,Single,Utility,13094,1,Very Good,,1
M,175,676,2,3,Single,Car,14697,3,Good,,1
M,122,716,17,1,Married,Van,5015,7,Good,,1
M,475,611,1,1,Married,Car,99277,4,Fair,,0
F,378,607,1,0,Married,Car,13474,7,Fair,,1
F,251,701,5,2,Single,Truck,11609,3,Good,,1
F,425,626,8,2,Single,Van,16059,1,Fair,,0
M,159,727,16,0,Married,Van,12596,6,Good,,1
M,142,774,35,1,Married,Van,8492,4,Very Good,,1
M,496,648,5,0,Married,Car,20294,7,Fair,,0
F,401,819,7,2,Single,Truck,18999,7,Exceptional,,1
M,358,693,5,3,Married,Car,12173,8,Good,,1
M,141,673,35,0,Single,Utility,8901,8,Good,,1
M,140,674,22,0,Married,Van,9754,2,Good,,0
M,194,699,5,3,Single,Car,13140,4,Good,,1
F,91,783,18,1,Married,Car,10235,4,Very Good,,1
M,198,631,4,1,Single,Car,11536,7,Fair,,0
F,138,628,7,2,Single,Van,33701,4,Fair,,0
M,166,560,1,3,Single,Car,10360,6,Very Poor,,1
M,136,424,3,2,Single,Car,13237,5,Very Poor,,1
M,149,754,30,1,Married,Van,14961,3,Very Good,,1
M,338,658,5,1,Single,Car,10129,2,Fair,,1
F,137,792,8,0,Married,Truck,5517,6,Very Good,,1
F,115,750,6,0,Married,Truck,5553,5,Very Good,,1
M,156,770,23,0,Married,Truck,11206,8,Very Good,,0
M,284,819,2,2,Single,Utility,11600,7,Exceptional,,0
M,107,675,5,1,Married,Van,6252,3,Good,,0
M,82,742,16,1,Married,Van,10880,5,Very Good,,0
M,282,812,1,3,Single,Car,12847,7,Exceptional,,1
M,149,780,20,0,Married,Van,9143,3,Very Good,,0
M,151,674,18,0,Single,Utility,5346,7,Good,,0
M,202,617,4,1,Married,Car,11035,1,Fair,,1
M,382,338,2,2,Single,Utility,20751,1,Very Poor,,1
M,103,719,11,0,Married,Van,6082,4,Good,,1
F,83,733,10,0,Married,Car,36138,4,Good,,1
F,358,687,7,3,Single,Truck,14648,3,Good,,1
F,314,737,5,1,Married,Car,33891,4,Good,,1
F,126,752,14,1,Married,Car,20174,2,Very Good,,0
M,140,719,18,1,Married,Truck,11247,7,Good,,1
F,102,670,17,1,Married,Car,8611,2,Good,,1
F,274,680,25,0,Married,Car,6613,5,Good,,1
F,121,786,11,0,Married,Car,12443,1,Very Good,,1
F,141,752,5,0,Married,Car,7825,6,Very Good,,1
M,258,560,3,2,Single,Car,12482,4,Very Poor,,1
F,149,789,17,3,Married,Truck,18283,5,Very Good,,1
M,140,726,28,0,Married,Van,8133,6,Good,,1
F,107,678,17,0,Single,Car,11605,6,Good,,1
M,141,657,6,2,Married,Truck,38443,7,Fair,,1
M,142,695,12,0,Married,Truck,8335,8,Good,,1
M,177,459,1,3,Single,Car,11607,6,Very Poor,,1
M,444,661,2,1,Married,Car,92241,6,Fair,,1
F,98,509,5,2,Single,Van,11375,2,Very Poor,,0
M,481,617,4,0,Single,Car,12674,7,Fair,,1
M,591,693,39,1,Married,Van,9020,2,Good,,1
M,402,710,3,3,Single,Utility,13014,8,Good,,0
M,133,745,3,0,Married,Van,12487,1,Very Good,,1
M,107,715,18,1,Single,Utility,5346,7,Good,,1
M,99,526,7,3,Married,Truck,14438,5,Very Poor,,1
F,109,677,9,2,Married,Car,38288,6,Good,,1
M,157,402,5,3,Single,Car,12965,7,Very Poor,,1
F,150,694,18,1,Single,Car,9821,3,Good,,0
M,95,797,15,1,Single,Utility,6375,1,Very Good,,0
M,136,733,5,1,Married,Van,39748,5,Good,,1
M,106,767,31,0,Married,Van,11287,3,Very Good,,1
F,122,766,20,0,Married,Truck,10664,7,Very Good,,1
F,691,719,39,0,Married,Truck,12826,5,Good,,1
M,93,773,20,1,Married,Truck,5623,1,Very Good,,1
F,398,549,5,2,Single,Truck,11426,1,Very Poor,,1
F,470,335,6,2,Single,Truck,11566,8,Very Poor,,1
F,116,799,21,1,Married,Car,21430,7,Very Good,,1
F,349,672,8,0,Married,Car,94941,5,Good,,0
M,140,689,25,0,Married,Van,7934,4,Good,,0
F,122,749,28,1,Married,Truck,20203,2,Very Good,,1
F,110,671,11,0,Married,Truck,13033,2,Good,,0
M,130,687,5,2,Married,Truck,11307,8,Good,,0
F,117,765,19,0,Single,Car,13779,1,Very Good,,1
F,114,674,23,0,Married,Truck,14142,6,Good,,0
F,109,726,5,0,Single,Car,54915,3,Good,,0
F,159,678,3,0,Married,Car,9954,1,Good,,0
M,117,676,10,1,Married,Truck,66358,5,Good,,1
F,151,769,17,1,Married,Car,22231,6,Very Good,,1
M,260,543,4,3,Single,Utility,10436,7,Very Poor,,1
M,81,703,16,0,Married,Van,12535,7,Good,,1
M,144,791,21,1,Married,Truck,7802,8,Very Good,,0
M,176,616,5,0,Single,Car,12192,3,Fair,,0
F,80,560,6,0,Married,Truck,41480,4,Very Poor,,0
M,365,603,1,3,Married,Car,66675,4,Fair,,1
M,326,820,1,3,Single,Car,13023,8,Exceptional,,0
F,152,776,25,0,Married,Truck,6838,2,Very Good,,1
M,416,470,2,2,Married,Car,12034,2,Very Poor,,0
F,133,695,19,0,Married,Truck,7409,5,Good,,1
M,152,723,19,0,Married,Van,7068,4,Good,,1
M,141,770,10,1,Single,Utility,14403,7,Very Good,,1
F,360,706,8,3,Single,Utility,13787,4,Good,,1
M,462,669,3,3,Married,Car,10703,1,Fair,,1
M,135,677,21,0,Married,Van,5413,2,Good,,1
F,114,673,17,0,Married,Truck,13802,7,Good,,1
F,105,716,19,1,Married,Truck,7621,5,Good,,0
F,92,701,14,1,Married,Car,9657,4,Good,,1
F,450,735,20,0,Married,Car,24902,1,Good,,1
F,122,755,21,1,Married,Car,16494,5,Very Good,,1
F,313,613,6,0,Single,Truck,10643,3,Fair,,1
F,324,843,8,3,Single,Utility,20811,6,Exceptional,,0
M,157,692,22,0,Married,Truck,6482,3,Good,,1
F,203,383,6,3,Single,Truck,14729,5,Very Poor,,1
F,362,732,7,2,Single,Truck,12336,6,Good,,0
M,113,793,40,0,Married,Van,8361,7,Very Good,,1
F,136,773,2,3,Married,Truck,20829,7,Very Good,,0
F,324,409,5,2,Single,Truck,10463,7,Very Poor,,1
M,228,692,1,2,Single,Utility,23929,8,Good,,1
M,432,328,2,0,Married,Car,13762,7,Very Poor,,1
M,159,709,20,1,Married,Car,5499,8,Good,,1
M,132,733,13,0,Married,Van,50789,3,Good,,1
F,478,702,7,2,Single,Truck,13657,3,Good,,1
M,139,786,19,0,Married,Van,14896,3,Very Good,,1
M,297,651,2,3,Single,Utility,83848,4,Fair,,1
M,142,303,4,2,Single,Car,11677,4,Very Poor,,0
M,127,679,25,1,Married,Van,12696,6,Good,,0
M,142,790,16,0,Single,Utility,10295,1,Very Good,,1
F,124,672,25,1,Married,Car,8909,5,Good,,0
M,158,606,2,2,Single,Car,62265,4,Fair,,1
M,696,628,2,0,Married,Truck,10317,7,Fair,,1
M,134,394,5,2,Single,Car,11311,2,Very Poor,,1
M,110,840,1,2,Single,Car,12649,7,Exceptional,,1
M,98,642,2,2,Single,Car,21589,6,Fair,,1
M,168,696,4,0,Married,Van,63875,3,Good,,0
M,88,774,12,0,Married,Truck,10113,4,Very Good,,1
F,160,765,15,1,Married,Car,5616,2,Very Good,,0
F,129,717,16,0,Single,Car,13399,4,Good,,1
M,141,764,17,0,Married,Van,6946,6,Very Good,,0
F,453,684,38,0,Married,Car,19233,3,Good,,1
F,208,723,7,3,Single,Truck,10187,4,Good,,1
F,130,768,19,1,Married,Car,6845,7,Very Good,,1
M,84,715,34,1,Married,Van,7348,5,Good,,1
M,87,727,17,0,Married,Truck,9218,5,Good,,1
M,272,539,2,1,Married,Truck,56513,8,Very Poor,,1
M,89,760,10,0,Single,Utility,13444,8,Very Good,,1
M,227,503,2,0,Married,Van,90175,7,Very Poor,,1
M,113,677,16,0,Married,Utility,7854,2,Good,,0
F,334,731,5,2,Single,Truck,14346,7,Good,,1
F,121,726,18,0,Married,Truck,13891,7,Good,,1
F,158,797,32,1,Married,Truck,14044,3,Very Good,,1
M,222,500,1,0,Married,Truck,87515,4,Very Poor,,1
M,277,329,1,2,Married,Car,13513,8,Very Poor,,1
M,324,652,5,1,Single,Utility,10572,2,Fair,,0
F,90,794,13,1,Married,Truck,7754,7,Very Good,,0
M,169,544,3,2,Single,Car,14696,2,Very Poor,,1
M,139,829,40,1,Single,Utility,7270,5,Exceptional,,0
M,118,718,36,0,Single,Utility,14476,1,Good,,1
M,134,701,5,3,Married,Truck,11399,7,Good,,1
M,154,677,13,0,Married,Van,12482,3,Good,,1
M,136,795,28,1,Married,Van,13355,7,Very Good,,1
M,252,615,3,1,Single,Utility,12819,2,Fair,,0
F,97,721,27,1,Married,Truck,13542,7,Good,,0
F,168,706,6,2,Single,Van,12223,2,Good,,1
M,138,748,9,0,Single,Utility,8347,6,Very Good,,1
M,162,704,2,3,Single,Car,14473,2,Good,,1
M,84,709,26,0,Married,Van,8366,3,Good,,1
M,408,589,2,3,Married,Car,65041,6,Fair,,1
M,100,689,3,3,Single,Car,13426,7,Good,,1
M,442,646,5,3,Married,Car,13354,1,Fair,,1
M,92,795,20,0,Single,Utility,12040,3,Very Good,,1
M,84,781,17,1,Married,Van,14799,6,Very Good,,1
F,452,332,6,2,Single,Truck,14412,8,Very Poor,,0
F,107,723,6,0,Married,Car,79060,4,Good,,0
M,166,657,5,0,Single,Car,12157,1,Fair,,1
F,697,736,1,0,Married,Truck,16934,3,Good,,1
M,104,592,4,3,Single,Car,77911,4,Fair,,1
F,130,769,17,0,Married,Car,8768,6,Very Good,,0
M,348,525,1,2,Single,Utility,11412,4,Very Poor,,0
M,80,793,36,0,Married,Utility,13333,5,Very Good,,1
F,122,365,7,2,Single,Van,13668,3,Very Poor,,1
F,88,727,11,1,Married,Car,52948,2,Good,,1
F,133,785,10,3,Married,Truck,6919,7,Very Good,,1
M,173,496,2,3,Single,Car,10291,1,Very Poor,,1
M,411,606,1,0,Married,Car,93960,7,Fair,,0
F,357,661,7,2,Single,Truck,14505,6,Fair,,0
F,95,722,31,1,Single,Car,5039,4,Good,,1
F,104,678,22,1,Married,Car,16253,6,Good,,1
M,102,672,23,0,Married,Truck,7884,4,Good,,1
F,100,674,12,1,Married,Car,12827,6,Good,,1
F,155,756,14,1,Married,Car,10069,6,Very Good,,1
M,197,370,7,2,Married,Truck,10120,1,Very Poor,,1
F,130,701,18,1,Married,Truck,10727,5,Good,,0
M,163,572,6,3,Married,Truck,11065,1,Very Poor,,1
M,194,634,2,2,Single,Car,45787,8,Fair,,1
M,487,722,3,3,Married,Car,13164,6,Good,,0
F,96,624,6,3,Single,Van,15555,5,Fair,,0
M,404,594,3,0,Married,Car,12122,8,Fair,,1
M,118,732,28,1,Married,Utility,11446,3,Good,,1
M,100,713,17,0,Married,Truck,6065,7,Good,,1
M,124,747,24,1,Married,Van,14908,5,Very Good,,1
M,123,823,1,3,Single,Car,13179,7,Exceptional,,1
M,227,461,1,3,Single,Car,10249,4,Very Poor,,1
F,253,738,4,1,Married,Car,28184,5,Good,,1
F,88,683,8,3,Married,Truck,20162,8,Good,,0
M,142,750,14,0,Single,Utility,13367,5,Very Good,,1
M,471,684,2,3,Single,Car,10017,2,Good,,1
M,140,769,17,1,Married,Truck,6176,2,Very Good,,0
F,240,696,7,1,Married,Truck,45397,7,Good,,1
F,82,768,11,0,Married,Car,21178,3,Very Good,,1
F,244,549,1,1,Married,Truck,34145,3,Very Poor,,1
F,145,726,38,1,Married,Car,5178,2,Good,,1
M,132,776,17,0,Married,Van,7438,2,Very Good,,1
M,118,749,25,4,Single,Utility,5343,6,Very Good,,1
F,153,783,16,1,Married,Car,15780,8,Very Good,,0
M,406,645,4,1,Married,Car,14572,8,Fair,,1
F,443,628,6,2,Single,Truck,12789,1,Fair,,1
M,172,608,8,0,Married,Truck,12362,5,Fair,,1
M,489,510,5,2,Married,Car,11528,8,Very Poor,,1
F,96,743,18,1,Married,Truck,5416,2,Very Good,,0
M,144,676,13,1,Married,Truck,12061,4,Good,,1
M,149,785,5,1,Single,Utility,9730,6,Very Good,,1
M,95,783,16,1,Married,Van,10739,4,Very Good,,0
F,81,674,25,0,Married,Car,10539,7,Good,,1
M,87,703,20,1,Married,Van,13025,7,Good,,0
F,139,742,6,1,Married,Car,10528,7,Very Good,,0
M,109,786,16,1,Married,Van,6848,1,Very Good,,1
F,522,716,20,0,Married,Truck,19494,5,Good,,1
F,118,787,25,3,Married,Truck,24434,6,Very Good,,1
M,228,647,2,0,Married,Car,46074,2,Fair,,1
M,104,772,15,1,Married,Van,5999,1,Very Good,,1
F,172,654,6,2,Single,Van,20432,3,Fair,,1
F,156,750,16,1,Married,Car,22039,4,Very Good,,0
F,114,684,20,1,Married,Car,14850,6,Good,,0
F,117,799,20,1,Married,Car,12467,5,Very Good,,1
F,95,755,10,1,Married,Truck,16811,7,Very Good,,1
F,120,731,19,0,Married,Truck,8263,4,Good,,1
M,121,757,20,1,Married,Truck,7646,3,Very Good,,0
M,160,798,16,1,Married,Truck,12240,2,Very Good,,1
F,241,827,5,3,Single,Truck,20472,2,Exceptional,,1
F,138,680,17,0,Married,Car,10964,6,Good,,1
M,149,793,18,1,Married,Van,7912,6,Very Good,,1
F,486,623,7,3,Single,Truck,11920,3,Fair,,0
M,138,403,1,3,Single,Car,10153,1,Very Poor,,1
M,138,779,38,0,Married,Truck,5459,5,Very Good,,1
F,157,730,10,0,Single,Car,14201,3,Good,,0
F,89,737,22,1,Married,Car,13766,7,Good,,1
F,548,666,1,1,Single,Car,9955,4,Fair,,1
F,409,603,1,1,Married,Truck,8248,4,Fair,,0
F,195,658,6,1,Single,Van,14323,3,Fair,,1
M,138,746,9,1,Married,Van,10735,1,Very Good,,1
F,130,723,32,0,Married,Car,6179,4,Good,,0
M,159,735,16,1,Married,Van,5220,3,Good,,1
M,104,780,11,1,Married,Truck,7861,8,Very Good,,1
M,124,693,26,1,Married,Van,10654,3,Good,,1
F,91,783,15,1,Married,Car,24182,4,Very Good,,1
F,105,713,16,1,Single,Car,6849,3,Good,,1
M,124,762,32,0,Married,Truck,6601,6,Very Good,,1
F,142,779,26,0,Married,Car,12635,8,Very Good,,1
M,114,717,4,0,Single,Utility,13249,7,Good,,1
F,394,442,6,3,Single,Truck,10043,3,Very Poor,,1
M,275,555,1,1,Married,Van,41224,2,Very Poor,,1
F,118,735,20,3,Married,Truck,7853,7,Good,,1
M,489,753,7,1,Married,Van,10028,2,Very Good,,0
F,621,670,22,0,Married,Truck,22709,7,Good,,1
F,122,709,29,1,Single,Car,11727,8,Good,,1
M,96,700,7,3,Married,Truck,11742,3,Good,,1
M,318,476,1,3,Married,Car,14612,1,Very Poor,,1
M,620,597,1,0,Married,Van,9275,3,Fair,,1
M,92,678,24,0,Married,Van,11968,1,Good,,1
M,113,749,32,1,Married,Van,6623,8,Very Good,,0
M,126,381,5,3,Married,Truck,14085,6,Very Poor,,1
M,143,596,1,3,Single,Car,77446,4,Fair,,0
M,127,724,30,0,Married,Van,12391,3,Good,,1
M,85,775,13,1,Married,Truck,7685,8,Very Good,,0
F,180,515,2,1,Single,Car,56427,4,Very Poor,,1
F,158,799,16,0,Married,Car,16074,1,Very Good,,1
F,97,688,15,1,Married,Truck,21771,8,Good,,1
M,170,464,7,2,Married,Truck,10597,5,Very Poor,,0
F,298,847,8,2,Single,Van,15942,5,Exceptional,,1
M,140,712,22,0,Married,Van,6081,4,Good,,1
M,155,757,39,0,Married,Van,14592,4,Very Good,,0
F,157,708,25,1,Married,Car,7720,3,Good,,0
M,130,758,30,0,Married,Van,5367,6,Very Good,,1
F,383,658,8,3,Single,Truck,11287,8,Fair,,1
F,118,722,39,1,Single,Car,5644,3,Good,,1
F,117,774,23,1,Married,Car,24470,6,Very Good,,0
M,278,665,5,0,Single,Utility,12782,4,Fair,,1
F,122,670,12,1,Married,Truck,8371,3,Good,,1
M,181,399,5,2,Single,Car,21699,3,Very Poor,,0
F,141,755,22,1,Married,Truck,19157,5,Very Good,,0
F,128,794,21,3,Married,Truck,7938,6,Very Good,,0
M,144,702,10,1,Married,Van,7228,4,Good,,0
M,147,778,3,0,Married,Van,11275,1,Very Good,,1
F,127,521,8,3,Single,Van,10061,4,Very Poor,,0
M,129,426,5,3,Married,Truck,14676,5,Very Poor,,1
M,84,686,15,0,Married,Van,14266,8,Good,,1
F,120,730,10,1,Married,Car,91636,4,Good,,0
F,91,730,25,1,Married,Truck,5843,3,Good,,1
M,146,738,40,1,Married,Van,14476,1,Good,,1
F,316,725,6,3,Single,Truck,11464,2,Good,,1
F,132,680,10,1,Married,Car,6069,5,Good,,1
M,108,711,20,1,Married,Van,11734,4,Good,,1
M,253,739,5,2,Married,Car,12031,2,Good,,0
F,89,552,3,1,Married,Truck,76271,6,Very Poor,,0
M,104,838,12,1,Single,Utility,12777,7,Exceptional,,1
F,147,674,37,0,Married,Car,6116,1,Good,,1
M,112,674,16,1,Married,Truck,13527,5,Good,,1
F,134,703,22,0,Married,Truck,5983,4,Good,,0
M,133,704,36,0,Single,Utility,13631,7,Good,,0
F,364,688,8,3,Single,Truck,14359,1,Good,,1
M,483,658,5,1,Married,Car,10302,4,Fair,,0
F,80,794,25,0,Married,Car,23489,3,Very Good,,1
F,99,739,39,1,Married,Car,6972,1,Good,,1
F,191,328,8,2,Single,Van,11923,5,Very Poor,,0
F,111,799,18,1,Married,Car,23635,2,Very Good,,1
M,96,717,21,0,Married,Van,6407,2,Good,,0
F,635,732,12,0,Married,Car,23958,5,Good,,1
F,153,791,3,0,Married,Truck,11506,2,Very Good,,1
F,244,691,26,0,Married,Car,5119,4,Good,,1
F,96,674,1,0,Married,Car,23261,2,Good,,0
M,209,683,3,0,Married,Van,61511,8,Good,,0
M,106,810,28,1,Single,Utility,6785,5,Exceptional,,1
F,95,676,29,1,Married,Truck,10663,2,Good,,0
F,176,429,7,3,Single,Van,10573,3,Very Poor,,1
M,97,724,18,0,Married,Truck,13204,6,Good,,0
M,159,327,8,2,Married,Truck,12009,6,Very Poor,,1
F,136,723,14,0,Married,Car,8018,5,Good,,1
M,105,746,13,0,Married,Van,7295,6,Very Good,,1
F,514,706,16,0,Married,Car,18424,2,Good,,1
M,104,779,39,0,Married,Van,11354,4,Very Good,,1
M,195,627,1,3,Single,Car,69094,1,Fair,,1
F,202,701,4,2,Married,Car,33666,4,Good,,1
M,179,663,4,0,Single,Car,14404,7,Fair,,0
M,179,698,7,0,Married,Truck,45339,3,Good,,1
F,129,733,10,1,Married,Car,57744,4,Good,,1
F,126,796,20,2,Married,Car,10714,1,Very Good,,1
F,128,662,5,2,Single,Truck,69818,5,Fair,,1
M,171,572,3,0,Married,Van,91146,3,Very Poor,,1
M,128,783,13,0,Married,Van,7002,2,Very Good,,0
M,94,676,15,0,Married,Van,14085,2,Good,,1
F,357,662,5,3,Single,Truck,14422,6,Fair,,1
F,151,792,20,0,Married,Car,7736,8,Very Good,,1
F,160,694,12,2,Married,Car,10734,3,Good,,0
M,151,783,25,0,Single,Utility,10022,4,Very Good,,0
F,127,722,16,1,Married,Car,9985,4,Good,,1
M,142,766,24,1,Married,Truck,5344,8,Very Good,,1
M,323,566,5,3,Married,Car,19179,3,Very Poor,,1
M,133,723,7,1,Single,Utility,14562,7,Good,,1
F,152,679,15,0,Married,Car,12796,3,Good,,1
F,87,707,22,0,Single,Car,10687,7,Good,,1
M,114,520,3,2,Single,Car,10828,7,Very Poor,,1
F,91,742,14,0,Married,Car,12405,4,Very Good,,1
F,88,703,15,0,Married,Truck,9568,6,Good,,1
M,139,676,15,0,Married,Truck,9327,7,Good,,1
M,141,676,18,1,Married,Van,5684,2,Good,,1
F,85,767,30,0,Married,Truck,16345,3,Very Good,,1
M,94,732,24,0,Single,Utility,11495,8,Good,,0
M,186,800,7,4,Married,Truck,21616,8,Exceptional,,1
F,83,797,25,3,Married,Truck,17334,3,Very Good,,0
M,97,763,22,1,Married,Utility,7466,6,Very Good,,1
M,124,790,17,1,Married,Van,8889,1,Very Good,,0
M,183,706,4,2,Single,Car,12868,2,Good,,1
F,296,613,5,1,Single,Truck,12740,2,Fair,,1
M,208,607,4,0,Married,Car,24251,1,Fair,,1
M,110,758,20,0,Married,Truck,12634,6,Very Good,,1
M,115,765,20,1,Married,Utility,7540,6,Very Good,,1
M,120,715,17,0,Married,Van,8248,1,Good,,1
F,369,528,6,2,Single,Truck,13552,1,Very Poor,,1
M,407,645,1,3,Single,Utility,78724,8,Fair,,0
M,138,828,13,0,Single,Utility,14821,4,Exceptional,,1
M,144,431,3,2,Single,Car,10948,8,Very Poor,,1
F,259,581,6,1,Single,Truck,10864,1,Fair,,1
F,111,728,5,2,Single,Van,14914,3,Good,,0
M,159,789,17,0,Married,Van,5081,6,Very Good,,1
F,157,785,16,0,Married,Truck,6305,5,Very Good,,1
F,141,785,5,0,Married,Car,17720,1,Very Good,,1
F,266,676,7,3,Single,Truck,10852,8,Good,,1
F,154,779,14,0,Married,Car,18902,1,Very Good,,0
M,86,720,14,1,Married,Van,36481,1,Good,,1
F,146,688,13,1,Married,Car,13659,8,Good,,1
M,135,816,20,1,Single,Utility,9029,4,Exceptional,,0
F,101,786,16,0,Married,Car,12594,2,Very Good,,1
M,140,780,30,1,Married,Van,8498,2,Very Good,,0
F,135,726,5,3,Single,Van,10546,8,Good,,0
F,115,799,13,1,Married,Car,5776,7,Very Good,,0
F,80,750,12,1,Married,Car,14635,3,Very Good,,1
F,298,706,12,1,Married,Car,14463,1,Good,,0
M,89,677,19,0,Married,Van,12991,4,Good,,1
M,197,621,3,0,Single,Car,12775,1,Fair,,1
M,426,300,5,2,Married,Car,14468,4,Very Poor,,0
M,158,770,25,0,Single,Utility,13462,6,Very Good,,1
F,247,662,5,1,Single,Truck,14585,6,Fair,,0
M,93,687,10,1,Single,Utility,10499,1,Good,,1
F,158,738,13,1,Married,Truck,9073,7,Good,,0
F,143,681,22,1,Married,Car,11837,7,Good,,0
F,148,791,16,0,Single,Car,14115,7,Very Good,,0
M,114,619,5,1,Married,Truck,11631,3,Fair,,1
F,98,797,3,0,Married,Car,12471,6,Very Good,,0
F,254,599,7,0,Single,Truck,11913,5,Fair,,0
M,145,794,22,1,Married,Truck,12014,1,Very Good,,1
F,826,626,3,0,Single,Car,9496,2,Fair,,1
F,135,693,24,1,Single,Car,8582,1,Good,,1
F,118,688,17,1,Married,Truck,10931,6,Good,,1
M,84,795,17,1,Single,Utility,13970,5,Very Good,,1
F,162,671,5,1,Married,Car,60226,7,Good,,1
M,329,738,2,3,Married,Car,14672,1,Good,,1
M,155,700,40,0,Married,Van,13845,3,Good,,1
M,155,744,30,1,Married,Van,12977,7,Very Good,,0
M,87,687,10,1,Married,Van,11514,1,Good,,1
M,455,671,3,2,Married,Car,12653,1,Good,,1
F,341,347,6,2,Single,Truck,12683,8,Very Poor,,1
M,141,783,5,0,Married,Truck,12397,2,Very Good,,1
M,218,731,5,2,Married,Car,14210,4,Good,,1
M,154,726,21,0,Married,Van,7020,3,Good,,1
M,122,734,20,0,Married,Van,8139,7,Good,,0
M,96,793,10,0,Married,Utility,8920,2,Very Good,,1
M,141,795,19,0,Single,Utility,8478,2,Very Good,,0
M,89,752,9,0,Married,Van,5576,3,Very Good,,1
F,289,708,8,1,Married,Car,51048,3,Good,,1
M,86,744,22,0,Single,Utility,14847,3,Very Good,,0
F,203,391,7,2,Single,Truck,13277,3,Very Poor,,0
F,124,781,20,0,Married,Truck,9376,7,Very Good,,0
F,127,685,14,1,Married,Car,35589,3,Good,,1
M,394,827,4,2,Married,Car,15264,6,Exceptional,,1
F,454,673,1,1,Married,Car,21469,7,Good,,0
M,82,750,20,0,Married,Van,12099,2,Very Good,,1
M,132,688,30,1,Single,Utility,10852,6,Good,,0
F,102,799,15,0,Married,Truck,9242,1,Very Good,,1
F,102,676,39,0,Married,Car,9579,4,Good,,0
M,144,740,13,1,Single,Utility,7347,6,Very Good,,1
F,140,785,31,0,Single,Car,11005,1,Very Good,,1
M,157,767,20,1,Single,Utility,6167,3,Very Good,,0
F,117,712,17,0,Married,Truck,8431,1,Good,,0
M,160,712,17,1,Married,Van,13232,3,Good,,1
F,245,544,1,1,Married,Car,64500,6,Very Poor,,1
M,147,770,9,0,Single,Utility,13035,2,Very Good,,1
M,126,755,32,1,Married,Van,12549,6,Very Good,,1
F,398,564,6,3,Single,Truck,10582,8,Very Poor,,1
M,177,683,5,2,Married,Truck,11974,8,Good,,1
M,152,787,10,0,Married,Van,5108,7,Very Good,,0
M,81,690,10,0,Married,Truck,73702,3,Good,,1
F,137,776,10,0,Married,Truck,5690,8,Very Good,,0
F,110,690,7,1,Married,Car,13732,7,Good,,1
M,107,683,22,0,Married,Van,12853,6,Good,,1
F,191,682,21,1,Married,Car,5681,8,Good,,1
M,157,675,14,0,Married,Van,10737,1,Good,,1
F,130,675,15,1,Married,Car,21896,8,Good,,1
M,87,676,16,1,Married,Van,10314,4,Good,,0
M,100,743,14,1,Married,Van,8069,1,Very Good,,1
